File	Time	Result	Ackermann	Solver
/3/foobar.txt.9	0m6,835s	unsat	Yes	Z3
/3/foobar.txt.9	0m6,699s	unsat	No	Z3
/3/foobar.txt.9	0m2,111s	unsat	Yes	cvc5
/3/foobar.txt.9	0m1,990s	unsat	No	cvc5
/3/foobar.txt.9	0m11,070s	unsat	Yes	mathSAT
/3/foobar.txt.9	0m11,251s	unsat	No	mathSAT

/4/foobar.txt.0	0m0,034s	unsat	Yes	Z3
/4/foobar.txt.0	0m0,023s	unsat	No	Z3
/4/foobar.txt.0	0m0,027s	unsat	Yes	cvc5
/4/foobar.txt.0	0m0,028s	unsat	No	cvc5
/4/foobar.txt.0	0m0,024s	unsat	Yes	mathSAT
/4/foobar.txt.0	0m0,026s	unsat	No	mathSAT

/4/foobar.txt.1	0m0,063s	unsat	Yes	Z3
/4/foobar.txt.1	0m0,035s	unsat	No	Z3
/4/foobar.txt.1	0m0,060s	unsat	Yes	cvc5
/4/foobar.txt.1	0m0,056s	unsat	No	cvc5
/4/foobar.txt.1	0m0,024s	unsat	Yes	mathSAT
/4/foobar.txt.1	0m0,025s	unsat	No	mathSAT

/4/foobar.txt.10	0m14,824s	unsat	Yes	Z3
/4/foobar.txt.10	0m14,623s	unsat	No	Z3
/4/foobar.txt.10	0m3,431s	unsat	Yes	cvc5
/4/foobar.txt.10	0m3,539s	unsat	No	cvc5
/4/foobar.txt.10	0m1,815s	unsat	Yes	mathSAT
/4/foobar.txt.10	0m1,819s	unsat	No	mathSAT

/4/foobar.txt.11	0m15,069s	unsat	Yes	Z3
/4/foobar.txt.11	0m14,841s	unsat	No	Z3
/4/foobar.txt.11	0m5,857s	unsat	Yes	cvc5
/4/foobar.txt.11	0m5,740s	unsat	No	cvc5
/4/foobar.txt.11	0m15,897s	unsat	Yes	mathSAT
/4/foobar.txt.11	0m15,943s	unsat	No	mathSAT

/4/foobar.txt.12	0m1,312s	unsat	Yes	Z3
/4/foobar.txt.12	0m1,147s	unsat	No	Z3
/4/foobar.txt.12	0m2,893s	unsat	Yes	cvc5
/4/foobar.txt.12	0m2,832s	unsat	No	cvc5
/4/foobar.txt.12	0m13,863s	unsat	Yes	mathSAT
/4/foobar.txt.12	0m14,079s	unsat	No	mathSAT

/4/foobar.txt.13	0m7,503s	unsat	Yes	Z3
/4/foobar.txt.13	0m7,341s	unsat	No	Z3
/4/foobar.txt.13	0m4,302s	unsat	Yes	cvc5
/4/foobar.txt.13	0m4,148s	unsat	No	cvc5
/4/foobar.txt.13	0m7,069s	unsat	Yes	mathSAT
/4/foobar.txt.13	0m7,192s	unsat	No	mathSAT

/4/foobar.txt.14	0m1,390s	unsat	Yes	Z3
/4/foobar.txt.14	0m1,413s	unsat	No	Z3
/4/foobar.txt.14	0m3,430s	unsat	Yes	cvc5
/4/foobar.txt.14	0m3,383s	unsat	No	cvc5
/4/foobar.txt.14	0m52,247s	unsat	Yes	mathSAT
/4/foobar.txt.14	0m52,509s	unsat	No	mathSAT

/4/foobar.txt.2	0m0,223s	unsat	Yes	Z3
/4/foobar.txt.2	0m0,057s	unsat	No	Z3
/4/foobar.txt.2	0m0,123s	unsat	Yes	cvc5
/4/foobar.txt.2	0m0,120s	unsat	No	cvc5
/4/foobar.txt.2	0m0,045s	unsat	Yes	mathSAT
/4/foobar.txt.2	0m0,047s	unsat	No	mathSAT

/4/foobar.txt.3	0m0,097s	unsat	Yes	Z3
/4/foobar.txt.3	0m0,081s	unsat	No	Z3
/4/foobar.txt.3	0m0,189s	unsat	Yes	cvc5
/4/foobar.txt.3	0m0,189s	unsat	No	cvc5
/4/foobar.txt.3	0m0,072s	unsat	Yes	mathSAT
/4/foobar.txt.3	0m0,071s	unsat	No	mathSAT

/4/foobar.txt.4	0m0,115s	unsat	Yes	Z3
/4/foobar.txt.4	0m0,105s	unsat	No	Z3
/4/foobar.txt.4	0m0,269s	unsat	Yes	cvc5
/4/foobar.txt.4	0m0,262s	unsat	No	cvc5
/4/foobar.txt.4	0m0,094s	unsat	Yes	mathSAT
/4/foobar.txt.4	0m0,093s	unsat	No	mathSAT

/4/foobar.txt.5	0m0,170s	unsat	Yes	Z3
/4/foobar.txt.5	0m0,157s	unsat	No	Z3
/4/foobar.txt.5	0m0,409s	unsat	Yes	cvc5
/4/foobar.txt.5	0m0,412s	unsat	No	cvc5
